PrixActifSousJacent,PrixExercice,DureeExpiration,Volatilite,TauxInteretSansRisque
67.92681088382781,491.8809481586562,59,0.21562096334091738,0.04355941014787674
193.8482180278655,517.8074068797519,32,0.27758096434295365,0.04379848567072921
88.18531719040845,513.9238091997911,39,0.388683877302764,0.01033974958772106
446.787392334135,156.1753895720389,26,0.2787677505761096,0.033521051235733894
295.03510580443685,69.4123521653722,54,0.3500493397881965,0.029370586192443114
67.69083497720575,293.4017280228829,50,0.26679799380287866,0.042480561140879614
326.646947662674,290.8538647973351,26,0.13358951063128816,0.03994745901866156
116.22459890330279,388.3721683120501,52,0.15963528147572462,0.021131057642652457
240.76579874524327,292.60932544637365,59,0.1618259044601953,0.04192105446712845
355.4128742054304,594.081900656059,42,0.24050039999251527,0.04962569200636321
281.95216860948244,330.9056011436187,32,0.20871456299932323,0.02797896689448695
366.60495000634796,423.1675707207409,50,0.28269094053348887,0.032491486588944636
83.76641574067068,402.6691307617679,39,0.4596232534604586,0.0290327794074485
68.71996294098668,510.26001900211435,36,0.3643368259134405,0.024279453328025495
387.22933883839556,71.77344085566264,60,0.4780402392578119,0.01576142646845986
122.07167565387823,108.41122387248016,46,0.11981972758763143,0.043393436263394855
98.0945615762434,45.78320841384577,15,0.35260329932997425,0.029251002431923377
351.23067906174197,573.3476232771643,18,0.27944398762619993,0.03286622264554195
151.708511265036,489.58593941694943,48,0.17927311646251143,0.04551963317069622
325.0935199449167,415.76985132676884,53,0.48199364384368315,0.041483781114142575
169.6482109324814,272.94620184973815,24,0.2958303130086415,0.033167328730181106
274.1363663795456,167.65593347837992,58,0.3548021278884331,0.025889464779777105
315.37508674867695,356.5188644383556,56,0.14497353615984002,0.026544202388562733
479.0550957600667,390.07513936796306,38,0.14403807042452757,0.019540622738933058
52.32957720879748,386.93605845982967,60,0.11116655728260053,0.01935255942761435
113.27235290468707,188.7213027444321,30,0.2207402101523806,0.04991005982311409
121.83753918803546,425.4017305845799,50,0.3709219689896228,0.03575813048276156
486.57960311691926,45.97707231630383,46,0.39354693332677726,0.021220592814054525
494.49387669468905,274.67758698552086,38,0.16290835325152803,0.016854499624901976
311.42303535674904,433.17941837698663,54,0.24037398860894849,0.012449795228078089
99.86391875538185,388.6939573811045,54,0.31259005622879943,0.026017410697547247
368.7359781954462,558.5718899131646,24,0.32664177147254736,0.0331417656959016
132.5185301097147,586.510050869935,25,0.40981598127440944,0.04194852185963399
438.24049490676975,324.8421240906304,30,0.44868439951235295,0.047461574842212584
358.9124856779177,93.45057372123617,30,0.32548637342823744,0.02876428565322777
469.64776228973693,118.63040740887507,32,0.10021596587054123,0.011998238407813035
194.58798583803014,579.8146031596607,23,0.40568937967607943,0.037293020502842396
265.2382094187094,367.03710163102585,28,0.19327669395031766,0.03910896613272943
226.25745219692288,151.88334502475868,43,0.35218353988119544,0.021152512288008456
433.2985480447761,499.62121793449336,46,0.22578214059002613,0.025082700233989813
365.1071155124292,107.49382100027857,48,0.17145502742423047,0.038944964792688455
158.40663827534038,200.09307547619244,50,0.1988758766413871,0.03062146405156977
136.72154518539685,343.97907761322057,22,0.11248300606404565,0.04338902050012959
207.5990610243612,200.87265143870218,15,0.34472324669470145,0.040188054520568305
455.5155861138731,541.8609174787211,20,0.26638147985576655,0.019325384256501883
404.1092733148819,255.6421752979059,15,0.26516645696742863,0.02375026859735629
262.8236584808795,448.4614462540542,16,0.21119652397014446,0.017840114637669345
89.3444795073816,411.71810426319433,58,0.18266731875730724,0.04121696302643412
466.9780161288351,77.91487715338398,31,0.1520735215928756,0.01676709885786468
114.56753733119982,379.53056216688714,20,0.37786285238106554,0.016609310196578835
346.62489443446117,373.68872176906467,18,0.43383108809488935,0.04099846897888712
69.52265094254255,147.9233319679656,28,0.3736383018212194,0.036662753236959514
123.59964087165369,593.103279391092,53,0.1101511139054165,0.015252940297886335
225.18867026940364,254.89701828218128,41,0.2556281635835502,0.029895709704273195
274.29953372753613,468.3782559219853,46,0.4738346692193608,0.048462721562946245
101.9745974150349,340.62940371769315,59,0.10048103339960046,0.017845259554638705
488.46479953065386,355.35370144090354,59,0.43396892158486944,0.03095761433203143
121.92336138744568,189.4362892007731,18,0.20346432762383926,0.042552123622459984
389.68432062035345,190.0512647335044,49,0.4287377018145585,0.032098909432509204
208.03988392027568,459.14285526192276,49,0.25259414360550214,0.025347060185827473
248.20083450732818,578.2063370712665,52,0.3997385865293617,0.013100298069002614
262.75009374037035,297.1133485890337,36,0.29511036020887876,0.04698523276794924
267.8036780187133,445.0073772245467,43,0.32784809741191934,0.049950684520279405
432.0150519258052,135.06346717293732,23,0.38478592674564505,0.04686145414456486
100.68419264195865,56.43677397241898,20,0.15587165643536716,0.022980649181496986
323.2494106159424,586.3645760028846,23,0.2731250091694152,0.01941475849698299
479.539116760066,326.02257080242543,40,0.27819141854557106,0.04332552851811685
377.55841656027866,337.4075684789739,50,0.24777595253764192,0.02244719096212698
401.39856939940614,83.56507690232688,53,0.27922291349168005,0.010641070016487899
51.84369184824922,239.31878586451484,60,0.4784438938637412,0.013137694196024957
68.79282125918456,260.1884820384403,60,0.34355428426401,0.02872024801712241
321.21791814211696,83.68407686613021,36,0.25188607810314256,0.045521137928502736
383.20192499027036,462.8756025449887,24,0.11671125701576451,0.02384970417304128
414.19724707472744,391.4352752669354,27,0.44810502551255726,0.03448394598201552
78.26503386412917,155.1117311754378,22,0.49182831634751756,0.0158556309260618
228.7989092379155,517.7754137727156,38,0.3948099275137801,0.047094976057443005
265.9255428203072,151.06776455682765,45,0.1602481214338742,0.03848786691962783
486.14095633042945,222.24599739298748,30,0.4258702457557889,0.027352541202152345
64.43101595895652,305.87416237555243,19,0.34086659256852847,0.046002678828631134
122.15989988638701,142.40839774582452,17,0.2289281910943486,0.04394794670365454
349.8750321908787,596.4575732997996,57,0.1453001792944142,0.03345319008426626
407.9711061190754,432.6646286904024,39,0.30035467498173946,0.0417505963087352
142.51956909797815,447.2515203954113,31,0.17056024994036872,0.040914695750848995
57.40872522076971,373.86387682326443,20,0.19578741052305848,0.03833472403149688
219.97216514363214,492.8305094792079,21,0.3929627334642113,0.037534784608692466
452.2308468243632,338.51238346546216,35,0.16750203511048695,0.028432571851107993
342.8269214657716,309.43954113633674,45,0.29552726477120667,0.026139864910418933
104.43713956996359,449.80869524838675,45,0.11838158801793837,0.02723411346271626
105.2258834410566,95.20544185334435,58,0.1507822305837359,0.028117300268584777
261.59597376992906,556.2888094462081,25,0.20693618699205182,0.01973617688248469
448.0646843976684,60.552428161069365,49,0.2346166561888945,0.018319184557585647
104.39964715822722,201.48675044573676,51,0.3714081926473305,0.04729065667691159
439.78227199292286,234.22070841295067,39,0.4884661392214501,0.021007458369843936
315.0611700630454,301.81642376496194,59,0.14039956108017299,0.013832300318271087
131.51263307297103,323.9217682591893,58,0.4825561243918103,0.03269556397698718
267.06226636262545,334.33891191471326,44,0.2122699569817683,0.03137688914484361
132.72737778280703,181.1974938310096,54,0.18431718939748368,0.02824910751750452
269.40758036886785,589.0842556181627,35,0.2778043613720387,0.02317040732587616
431.79617184307466,396.98921576510304,57,0.4660528944301434,0.04520423465341436
334.6207851983312,47.934086872091974,32,0.2470965210806897,0.031245361200349063
188.24368438353298,220.66334084001363,49,0.47518978564231984,0.015996166771393455
327.48499682863735,351.29002766211175,51,0.23330989685149853,0.030566190623444442
233.51061260684708,112.19083820977762,59,0.1835104645615825,0.019641443778013093
407.6686816649875,573.2328484530739,45,0.2935882113972962,0.03020650932590476
303.04199319036974,516.3293265756777,33,0.17557421268154713,0.041798317825827956
194.62594571004774,329.99303994523746,60,0.14455429408323425,0.04516660413003027
420.67835311661605,426.46025284960996,44,0.3740585616340819,0.021023932572253243
227.02379023990432,427.95275280406327,52,0.3310291904176548,0.02800018134405742
312.2527854549494,275.0094090307768,35,0.11772124722468882,0.04650466568012359
481.9710729579572,263.96371895225656,47,0.2878830766356457,0.03554185487318284
154.48749368700248,172.19131210611258,59,0.4624244524541067,0.042037651597516226
487.79447857160443,433.78962084354146,16,0.37710579747042006,0.02664911010899812
369.62579732082276,478.44069627823376,40,0.494607108411538,0.016091759150715333
179.5229709343133,372.21446267922397,50,0.23925859490376367,0.041005900738374276
389.47915099987944,329.1286015144437,38,0.3377699373742427,0.043830522629122
449.15368772950615,378.4792258126441,25,0.2638970837038316,0.03625300026359118
245.5727992290726,497.33851281850195,26,0.4897402568614805,0.011566517880146825
132.2090909817299,335.46217933985463,60,0.13432997160361163,0.019090138661577674
327.327375076684,352.893876036126,57,0.3617124745825423,0.03025499891578646
265.66302570505417,46.08291694293652,41,0.4516806057383199,0.04780905222244973
151.15233101973152,163.7805238620021,22,0.23754936105371338,0.03818886438270917
293.3329658329268,474.6866007295262,59,0.1662296999449357,0.011979949959336694
447.99822079743757,308.1831796910785,20,0.33136464286668244,0.029308146552279597
192.93643523022382,119.84736935269635,24,0.3501632538899896,0.04239497155695986
427.5744213346668,402.9402843088233,50,0.40289668709546556,0.027727028102319723
235.9839995534194,413.7297134874446,40,0.4024319528825181,0.027156936376796316
138.01325907441108,218.51366910888237,45,0.4505990826251808,0.016788907078922916
61.33757474700387,155.87261202588826,41,0.19953259586539202,0.045288747125556514
113.69427621572271,300.8586351467001,32,0.3077251625221582,0.03954485885317983
66.55119097121705,522.6223083679431,41,0.3393527456539186,0.01570191457418517
172.94014576843546,112.3056490462539,24,0.43909602195651387,0.027165465110693517
209.94181288223203,478.0626643389239,30,0.30307943534087345,0.048797315999891434
263.2280948831526,578.4625789270988,48,0.34836073346306007,0.03258570487498602
292.31430033516887,405.80442267761333,23,0.2203607411247203,0.04315449323325788
127.02484132024503,416.9878091453503,24,0.24024780910442112,0.034207716112743716
69.59555583429352,127.04463799968677,50,0.4060584790054945,0.048734353321298704
296.9435589061412,595.8953559245984,48,0.46558549061271426,0.01377924126348038
423.6371839635294,56.7357280499821,20,0.32158899867547586,0.010694052812386166
223.58934601460993,555.0197225102339,28,0.27027475813528634,0.024204579791860917
82.55835461463182,242.7927995242909,55,0.41934194057908736,0.0320698184909915
486.71872944022067,361.28481535816235,51,0.34431313803974495,0.040310191538192604
331.24746867317504,70.73297120618497,25,0.45494249887527216,0.02607472667758373
435.95412071400347,294.6907087292948,36,0.2962097747784491,0.029415539890258816
433.96159786524873,94.36539043922777,49,0.31525447452342625,0.011645926005180699
262.22482745419643,385.14118304886824,56,0.48209372283328566,0.04639417419360506
314.1791605697003,251.3801926678738,32,0.19932891774565317,0.010202962234188609
304.7505261755932,398.6351048518417,15,0.3727056929902822,0.04001981827934021
483.09688501816703,343.0375515012281,23,0.45221389999394557,0.030376123405412875
153.55967353680856,49.834098144409296,29,0.28112488217377285,0.037654845946120445
195.493804072751,489.7533731462562,21,0.2150381327861154,0.04533596655000106
300.9309683172871,73.51747892912277,47,0.48372946394725025,0.029499622934957136
277.13784554779977,599.9957087533386,27,0.2625274440878983,0.018114193659957825
469.0877066999779,75.61479567011187,48,0.17851089344413573,0.03063096987832139
64.27267665309898,307.4161058255012,38,0.12955631371465906,0.03250262711671136
476.4159242944092,92.92197275496129,59,0.1491709935501994,0.013823008272606034
307.4438491926001,254.49175558893137,24,0.12330250226726563,0.012131430655607702
456.49524303797205,311.431023458326,20,0.159174225467114,0.031975974608403554
384.00826567642036,205.74310746981894,41,0.4440279020195478,0.02356714633094687
173.87619155664888,566.9437804097603,56,0.3616228885764443,0.030159493793546995
458.2932101576304,548.7421008802413,55,0.3749227416037092,0.02694140111033167
132.78509108174052,82.75985836854409,30,0.2725287826938747,0.012823554562102163
